State,LGA,"School Code","School Name","Level of Education",Sector,"Level Offered"
KEBBI,DANKO/WASAGU,21090615,"MAKARANTAR ML ADAMU BINONI",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
KEBBI,DANKO/WASAGU,21090622,"MAKARANTAR ML LAWALI MADAMI ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
KEBBI,DANKO/WASAGU,21090605,"MAKARANTAR ML MUSA MADAMI HAUSAWA",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
KEBBI,DANKO/WASAGU,21090613,"MAKARANTAR ML SAHABI DADIN KOWA",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
KEBBI,DANKO/WASAGU,21090607,"MAKARANTAR ML SANI DADINKOWA",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
KEBBI,DANKO/WASAGU,21090629,"MAKARANTAR ML UMMA NA HANTSI",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
KEBBI,DANKO/WASAGU,21090619,"MAKARANTAR SARKIN HAUSAWA KANKU",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
SOKOTO,RABAH,33120070,"MAKARANTAR SARKIN MALAMAI ISLAMIYA PRIMARY SCHOOL RABAH, RABAH",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
ZAMFARA,GUMMI,36060158,"MAKARANTAR SHIYAR ZANKE GUMMI",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
KEBBI,DANKO/WASAGU,21090679,"MAKERI MEMORIAL NURSERY AND PRIMARY SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
KEBBI,DANKO/WASAGU,21090713,"MAKERI MEMORIAL NURSERY AND PRIMARY SCHOOL",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
KEBBI,BIRNIN-KEBBI,21060550,"MAL. DAN LADI UMARU ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
KANO,KANO-MUNICIPAL,19210301,"MALAM  IBRAHIM ADAMU TSANGAYA",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
KATSINA,MASHI,20270070,"MALAM ABDU ISLAMIYYA MALGA",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
KEBBI,DANKO/WASAGU,21090813,"MALAM ALI WALIYI",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
KEBBI,BIRNIN-KEBBI,21060322,"MALAM ALIYU ALMAJIRI SCHOOL AMBURSA",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
BORNO,MAIDUGURI,8210559,"MALAM BAWA TSANGAYA ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
KATSINA,MANI,20260100,"MALAM HUSAMATU ABDURRAHAMAN JANI",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
KEBBI,BIRNIN-KEBBI,21060340,"MALAM SHEHU TUNI ISLAMIYYA KASUWA KARAMA, AMBURSA",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
BORNO,MAIDUGURI,8210556,"MALAM SULE MAI BAKIN KARFI TSANGAYA ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
KANO,KUNCHI,19260141,"MALAMAWA B ISLAMIYYA PRIMARY SCHOOL",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
KANO,GWARZO,19190292,"MALAMAWA LEARNING CENTER ",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
ZAMFARA,GUMMI,36060186,"MALJAUS SUNNAH NURSERY AND PRIMARY SCHOOL ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
BORNO,MAIDUGURI,8210500,"MALLAM  BABAGANA TSANGAYA INTEGRATED SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
BORNO,MAIDUGURI,8210602,"MALLAM ABUBAKAR GARBA MUHAMMAD ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
BORNO,MAIDUGURI,8210600,"MALLAM ADAMU GANGALI TSANGAYA",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
BORNO,MAIDUGURI,8210435,"MALLAM ADAMU TSANGAYA ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
SOKOTO,RABAH,33120072,"MALLAM DODO RARA QUR?NIC SCHOOL, RARA",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
BORNO,MAIDUGURI,8210540,"MALLAM GONI ABBA",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
BORNO,MAIDUGURI,8210508,"MALLAM IBRAHIM MALLAIG  HAUSARI",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
ZAMFARA,BUNGUDU,36050314,"MALLAM LAWALI WNUWA QURANIC SCHOOL ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
KATSINA,KURFI,20220058,"MALLAM MAMUDA LAWAL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
KANO,KANO-MUNICIPAL,19210378,"MALLAM NATSUGUNE LEARNING CENTER",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
BORNO,MAIDUGURI,8210634,"MALLAM SAMINU TSANGAYA",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
BORNO,MAIDUGURI,8210582,"MALLAM SANI TSANGAYA",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
BORNO,MAIDUGURI,8210607,"MALLAM SHAUABU TSANGAYA",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,KOSOFE,24131562,"MAMI LOUNGE SCHOOL ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
PLATEAU,MANGU,31110563,"MANCHET COMPREHENSIVE SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
NIGER,LAPAI,26120182,"MARENAS POTENTIALS NURSERY AND PRIMARY SCHOOL, ZAFIYAN-KPADA",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OYO,ISEYIN,30160381,"MARKAZ DAWATIL ISLAMIYAH, OMOJODA, FARAMORA",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OYO,AKINYELE,30020819,"MARKAZ SHAROFUDEEN LI-ISLAM",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OYO,ISEYIN,30160383,"MARKAZ SUHANDAI LI HALEEMLI AROBI WALISILAM",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
KWARA,PATIGI,23160173,"MARUL ISLAMIC ACADEMY ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
ONDO,AKOKO-NORTH-WEST,28020201,"MARVELLOUS NURSERY AND PRIMARY SCHOOL GEDEGEDE",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OSUN,"ATAKUMOSA EAST",29010109,"MARY  IMMACULATE SCHOOL  OSOGBO ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OGUN,IFO,27051273,"MARY-B INTERNATIONAL SCHOOL, GIWA OKE ARO, AGBADO",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OGUN,ABEOKUTA-NORTH,27010512,"MARYWAY PRIVATE SCHOOL, HOUSING OKE-ATA",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
RIVERS,ELEME,32090136,"MASIGO INTERNATIONAL SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
KANO,KUNCHI,19260093,"MATAN FADA ISLAMIYYA PRIMARY, KUNCHI",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
KANO,KUNCHI,19260094,"MATAN FADA PRIMARY SCHOOL, KUNCHI",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,OSHODI-ISOLO,24180112,"MATTBELLAS NURSERY AMD PRIMARY SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,BADAGRY,24061850,"MAURY MAY SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,KOSOFE,24131636,"MAYDEGRET SCHOOLS ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
AKWA-IBOM,ETINAN,3070076,"MBIOTO 1 INTERNATIONAL NURSERY SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
EKITI,IKERE,13100114,"MERCY AND GRACE NURSERY AND PRIMARY SCHOOL SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,ALIMOSHO,24038168,"MERCY CHILD  NURSERY  PRE-PRIIMARY SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OYO,IBADAN-NORTH-EAST,30070396,"MERCY LAND INTERNATIONAL SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,BADAGRY,24061857,"MERCY MONTESSORI SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OSUN,OSOGBO,29300003,"MERCY OF GOD N/P SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
NASARAWA,AKWANGA,25010271,"MERCY ROYAL ACADEMY, ABAN",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,IKORODU,24123691,"MERVICES SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,OSHODI-ISOLO,24180193,"METHODIST FAITH SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,IKORODU,24120737,"METHODIST PRIMARY SCHOOL, IGBOGBO",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
OGUN,OBAFEMI-OWODE,27130462,"METHODIST PRIMARY SCHOOL, OYERO.",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,ALIMOSHO,24038462,"MICTOBILAND NURSERY AND PRIMARY SCHOOL ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
FCT,MUNICIPAL,37062979,"MIGHTY MERCY INTERNATIONAL SCHOOL KABUSA ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OGUN,REMO-NORTH,27170041,"MIGHTY MODEL , ODE REMO",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
ANAMBRA,OYI,4210083,"MIGRANT PRIMARY SCHOOL, UMUNYA",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,APAPA,24050142,"MILESTONE FOUNDATION",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
NASARAWA,LAFIA,25080733,"MILYAN NURSERY AND PRIMARY SCHOOL ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,BADAGRY,24061881,"MIRACLE VALLEY PRIVATE SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
TARABA,USSA,34130232,"MISSION  PRRIMARY SCHOOLRUFU ANDESHWO",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
CROSS-RIVER,OBUBRA,9130085,"MISSION BOUND INTERNATIONAL NURSERY AND PRIMARY SCHOOL, ISABANG",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OYO,AKINYELE,30020828,"MODARAT QANITATU LIDIRASAT",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
RIVERS,PORT-HARCOURT,32220283,"MODEL PRIMARY SCHOOL, NKPOGU",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
OYO,AKINYELE,30020817,"MODRASAT DARSHADAT LITALIM AROBIYAH WAL QURAN",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OYO,AKINYELE,30020827,"MODRASATU RAHMATULLAHI ISLAMIYYA",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OYO,AKINYELE,30020820,"MODROSATUL MON BAYIL FAIDAT",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OGUN,OBAFEMI-OWODE,27130470,"MOES SCHOOLS",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
BAUCHI,DAMBAN,5040086,"MOHAMMED ALKALI NURSERY PRIMARY SCHOOL",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
OSUN,ODO-OTIN,29250080,"MOLOLUWA MODEL ACADEMY ISALE OFFA OKUKU",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
NASARAWA,KARU,25042116,"MONTESSORI FOR PEACE EDUCATION INITIATIVE  BY IDP CAMP",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OSUN,OSOGBO,29300641,"MOPET DAY CARE KIDDIES ACADEMY",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OYO,AKINYELE,30020822,"MORIKAZ  DAARU IKIM WA TIBYAN",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OGUN,"IJEBU NORTH-EAST",27060243,"MORKAZUL-ULOOM SCHOOL OF ARABIC AND ISLAMIC STUDIES",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,IKORODU,24124067,"MOTHERS JOY ACADEMY NURSERY AND PRIMARY SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OGUN,SAGAMU,27180342,"MOUNT ZION MEGA COLLEGE",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,APAPA,24050451,"MOUNTAIN OF GLORY NURSERY SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
FCT,MUNICIPAL,37063055,"MOUNTAIN RIDGE SCHOOLS SHERITI ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,AJEROMI-IFELODUN,24021093,"MRS AWA SARAH NURSERY AND PRIMARY SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
KANO,GWALE,19181025,"MUâ€™ALLIM NURSERY AND PRIMARY SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
KANO,DAMBATTA,19080244,"MUHAMMAD MANSUR BAKARARI LI TAHFIZUL QURAN WA LUGGATUL ARABIYA",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
SOKOTO,RABAH,33120077,"MUHD SANI QURANIC ISLAMIYA SCHOOL RARA",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
KWARA,PATIGI,23160166,"MUHIB ACADEMY NURSERY   AND PRIMARY SCHOOL  KUSOGI",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
NIGER,LAVUN,26130192,"MUMINI ECCDE",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
BORNO,MAIDUGURI,8210644,"MUSA ALHAJI GONI",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,IKEJA,24110158,"NAFOWA LITTLE ANGELS SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
RIVERS,OBIO-AKPOR,32152068,"NAFOWA LITTLE ANGELS SCHOOL PORT HARCOURT",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
KANO,TAKAI,19370256,"NANA ASMA U ISL KACHAKO KOFAR YAMMA KACHAKO",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,ALIMOSHO,24036972,"NAOMIS PLAY HOUSE",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OGUN,REMO-NORTH,27170079,"NARROW WAY ACADEMY",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
NIGER,GBAKO,26080190,"NASARA ACADEMY ESSAN",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
KANO,GWARZO,19190296,"NASARAWA LEARNING CENTER ",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,ALIMOSHO,24038057,"NATION BUILDERS SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
NIGER,GBAKO,26080191,"NDAABA NURUL MADARASETUL ISLAMIA",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
ENUGU,UDI,14160174,"NEW AGE HOPE ACADEMY",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OGUN,ABEOKUTA-NORTH,27010211,"NEW CHAPTER NURSERY  SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
EBONYI,ISHIELU,11080130,"NEW CREATION NURSERY AND PRIMARY SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OGUN,IFO,27051081,"NEW EDITION NURSERY SCHOOL ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,BADAGRY,24061856,"NEW RAIL ACADEMY",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OYO,IBADAN-NORTH-EAST,30070742,"NEW STAR MODEL SCHOOL S NURSERY AND PRIMARY",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,IKEJA,24110572,"NEW WINE ACHIEVERS  SCHOOL IKEJA",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
BENUE,GBOKO,7050429,"NKST NURSERY AND PRIMARY SCHOOL,  ANYIMAN GBOKO WEST",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
DELTA,UVWIE,10220246,"NNPC STAFF WIVES NURSERY/PRIMARY SCHOOL, EKPAN",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,ALIMOSHO,24036873,"NOBLE DREAM PRE SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,KOSOFE,24131579,"NOBLE PORCH NURSERY AND PRIMARY SCHOOL ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
NIGER,SULEJA,26230319,"NOMADIC PRIMARY SCHOL, NUMBWA KORO",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
OGUN,OBAFEMI-OWODE,27132040,"NUDAL SCHOOL ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
PLATEAU,BOKKOS,31030284,"NURSERY &amp; PRIMARY SCHOOL, BOKKOS",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
NIGER,AGAIE,26010147,"NURSERY AND PRIMARY SCHOOL AGAIE, HOSPITAL STREET",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
KANO,KURA,19270234,"NURSERY AND PRIMARY SCHOOL KUNSHAMA",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
PLATEAU,KANAM,31070194,"NURSERY GAGDI PRIMARY SCHOOL, NURSERY GAGDI",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
YOBE,BOSARI,35020067,"NURSERY PRIMARY SCHOOL, BURSARI",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
YOBE,GEIDAM,35060053,"NURSERY PRIMARY SCHOOL, GEIDAM",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
YOBE,MACHINA,35110038,"NURSERY PRIMARY SCHOOL, MACHINA",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
KANO,BUNKURE,19060105,"NURUL HUDA ISLAMIYA DUSUSU",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
ZAMFARA,GUMMI,36060190,"NURUL ISLAM YARKUDU AREA GUMMI",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
EKITI,GBONYIN,13070159,"NURUL SALAM ISLAMIYAH, IJAN EKITI ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OYO,IBADAN-SOUTH-EAST,30090300,"OAKS OF RIGHTEOUSNESS INT SCH                                                                       ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,SURULERE,24201359,"OASIS CREATIVE CHILDREN SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
ANAMBRA,OYI,4210091,"ODUMODU PRIMARY SCHOOL, UMUNYA",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,MAINLAND,24150410,"ODUSONA MEMORIAL NUSERY AND PRIMARY SCHOOL. OLABOYE OLALEYE ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OSUN,IFEDAYO,29120035,"OGAHS INTERNATIONAL SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
DELTA,BOMADI,10030033,"OGBEIN-AMA SECONDARY SCHOOL,OGBEIN-AMA",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
ENUGU,UDENU,14150222,"OGECHI NURSERY SCHOOL,  UMUNDU",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
FCT,BWARI,37020819,"OGHALE INTERNATIONAL SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OSUN,ORIADE,29280118,"OGO - OLUWA NURSERY SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OGUN,REMO-NORTH,27170076,"OGO OLUWA MISSION NURSERY AND PRIMARY SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
KWARA,"ILORIN WEST",23080403,"OLA - QURAN NURSERY AND PRIMARY SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OGUN,OBAFEMI-OWODE,27130562,"OLANREWAJU PRIVATE   SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
AKWA-IBOM,NSIT-IBOM,3200070,"OLIVET KIDDIES ACADEMY",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
FCT,MUNICIPAL,37062987,"OLOYE PRIVATE SCHOOL KABUSA ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
EBONYI,IZZI,11100332,"OMINYI PRIMARY SCHOOL",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
OGUN,IFO,27051720,"OMLAM SCHOOL, OLAMBE",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,MAINLAND,24150396,"OMOLERE CHILDREN SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OGUN,SAGAMU,27181019,"ONWARD NURSERY AND PRIMARY SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OYO,IBARAPA-NORTH,30130129,"OREOFE BAPTIST NURSERY AND PRIMARYSCHOOL ISALE TOGUN                                                               ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
ANAMBRA,AYAMELUM,4070047,"OTUBE IFITE PRIMARY SCHOOL, OGWARI",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
ABIA,ABA-SOUTH,1020616,"OUR LADY OF LOUDES NURSERY SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
ANAMBRA,OYI,4210097,"OWELLE-UKWU COMMUNITY SCHOOL, OGBUNIKE",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
EKITI,EKITI-EAST,13030189,"OYELEKE FOUNDATION NUR/PRI SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,SURULERE,24200326,"PAEAN VILLE SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,IKORODU,24123980,"PARADISE PARK",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OYO,ITESIWAJU,30170123,"PATHBUILDERS INTERNATIONAL SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OGUN,SAGAMU,27180392,"PATHWAY GROUP OF SCHOOLS",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,IKORODU,24123796,"PATLIAN SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
FCT,MUNICIPAL,37060563,"PAVILION EDUCATIONAL CENTER",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,MAINLAND,24150005,"PEACE ARENA CHILDCARE",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
AKWA-IBOM,ABAK,3010242,"PEACE KIDS ACADEMY INTERNATIONAL SCHOOL ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,ALIMOSHO,24038862,"PEACESTAR CRECHE",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
KATSINA,DAURA,20100112,"PEAKADEMY NUR &amp; PRIM SCH",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
FCT,BWARI,37020821,"PEARL LEGACY HIGH SCHOOL",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OGUN,SAGAMU,27180400,"PELICAN COLLEGE",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
AKWA-IBOM,"NSIT ATAI",3190055,"PENIEL NURSERY SCHOOL IBIAKPAN NSIT",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OSUN,OROLU,29290081,"PEOPLES LOVE  NURSERY/PRIMARY",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
FCT,MUNICIPAL,37062962,"PERFECT GREAT AND POSSIBLE INTERNATIONAL SCHOOL ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
OYO,AKINYELE,30020692,"PERPETUAL GRACE ACADEMY",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
ADAMAWA,FUFORE,2020255,"PHILIP MEMORIAL ACADEMY",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
LAGOS,ALIMOSHO,24039369,"PILLARS NURSERY AND PRIMARY SCHOOL ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
GOMBE,KWAMI,15080233,"PILOT SCIENCE ECCDE BOJUDE",Pre-Primary,PUBLIC,"ECCDE / PRE-PRIMARY ONLY"
KANO,ROGO,19340250,"PIVOTAL NUR AND PRI ",Pre-Primary,PRIVATE,"ECCDE / PRE-PRIMARY ONLY"
