State,LGA,"School Code","School Name","Level of Education",Sector,"Level Offered"
GOMBE,GOMBE,1160640107,"AL-AHFAD INTERNATIONAL COLLEGE NASSARAWO","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27030858,"AL-AMIN SECONDARY SCHOOL","Senior Secondary",PRIVATE,PRIVATE
FCT,AMAC,37064161,"AL-ANSAR CENTRE FOR COMPREHENSIVE EDUCATION, SARAHA ESTATE GWARIMPA","Senior Secondary",PRIVATE,PRIVATE
OGUN,SAGAMU,27180138,"AL-AWWAL COLLEGE, OGIJO","Senior Secondary",PRIVATE,PRIVATE
KOGI,DEKINA,22051010,"AL-AWWAL NURSERY AND PRIMARY SCHOOL, DEKINA","Senior Secondary",PRIVATE,PRIVATE
OGUN,"OGUN WATERSIDE",27160155,"AL-BARKA MODEL COLLEGE SCHOOL, IBIADE","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,BAUCHI,1050240286,"AL-BUSHRA INTERNATIONAL SCHOOL BAUCHI","Senior Secondary",PRIVATE,PRIVATE
OGUN,ODOGBOLU,27150271,"AL-FAOZ MODEL COLLEGE","Senior Secondary",PRIVATE,PRIVATE
KANO,DALA,20DALPV209,"AL-FAWZ INTL. SCHOOL","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,JAMA'ARE,1051140038,"AL-FURQAAN ACADEMY NUSERY PRIMARY TAFIZ","Senior Secondary",PRIVATE,PRIVATE
EDO,ETSAKO-WEST,12090018,"AL-HAQEEQAH ACADEMY","Senior Secondary",PRIVATE,PRIVATE
OGUN,"ABEOKUTA SOUTH",27020080A,"AL-HAQQ NURSERY AND PRIMARY SCHOOL","Senior Secondary",PRIVATE,PRIVATE
Nasarawa,KARU,25041184,"AL-HIKMA INTERNATIONAL ACADEMY, MARARABA","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,BAUCHI,1050240220,"AL-HILAL NURSERY -PRIMARY AND JUNIOR SECONDARY SCHOOL","Senior Secondary",PRIVATE,PRIVATE
Nasarawa,NASARAWA-EGGON,25100247,"AL-HILAL SCHOOL, NASARAWA EGGON","Senior Secondary",PRIVATE,PRIVATE
GOMBE,AKKO,1160140059,"AL-HUDA MODEL SCHOOL","Senior Secondary",PRIVATE,PRIVATE
Nasarawa,LAFIA,25080008,"AL-HUDA NURSERY/PRIMARY SCHOOL, LAFIA","Senior Secondary",PRIVATE,PRIVATE
OGUN,"ABEOKUTA SOUTH",27020588,"AL-HUDAH COLLEGE","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,TORO,1051840038,"AL-IKILAS MODEL PRIVATE SCHOOL MAGAMA GUMAU","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,TORO,1051840157,"AL-IKLAS ACADEMY TILDEN FULANI","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,BAUCHI,1050240219,"AL-IMAN SCHOOL JAHUN","Senior Secondary",PRIVATE,PRIVATE
OGUN,ODEDA,27140321,"AL-JIHAD MODEL SECONDARY SCHOOL","Senior Secondary",PRIVATE,PRIVATE
OSUN,OSOGBO,29300453,"AL-MINTEEQS NUR & PRY SCHOOL","Senior Secondary",PRIVATE,PRIVATE
EDO,ETSAKO-WEST,12090021,"AL-MUKHTAR SCHOOLS","Senior Secondary",PRIVATE,PRIVATE
FCT,AMAC,37061388,"AL-MUSTAQEEM INTEGRATED SCHOOL GWARINPA","Senior Secondary",PRIVATE,PRIVATE
OGUN,ODEDA,27140323,"AL-WAJUD COLLEGE","Senior Secondary",PRIVATE,PRIVATE
OGUN,EWEKORO,27040208,"AL-WASATIYAH MODEL SCHOOL","Senior Secondary",PRIVATE,PRIVATE
OGUN,IFO,27050463,"AL.MADINAH NURSERY AND PRIMARY SCHOOL, OKE ARO","Senior Secondary",PRIVATE,PRIVATE
"OYO                 ","ATIBA                         ",1310330002,"ALAAFIN GRAMMAR SCHOOL, OYO                                                                         ","Senior Secondary",PUBLIC,"JSS AND SSS"
"OYO                 ","ATIBA                         ",1310330001,"ALAAFIN HIGH SCHOOL AGUNPOPO AREA  OYO                                                              ","Senior Secondary",PUBLIC,"JSS AND SSS"
OGUN,ODEDA,27140302S,"ALAGBAGBA COMMUNITY HIGH SCHOOL (COMBINED)","Senior Secondary",PUBLIC,"JSS AND SSS"
OGUN,"IMEKO AFON",27110014S,"ALAGBE COMMUNITY HIGH SCHOOL, ALAGBE (COMBINED)","Senior Secondary",PUBLIC,"JSS AND SSS"
OGUN,ADO-ODO/OTA,27030768,"ALAMUWA GRAMMAR SCHOOL SENIOR, ADO ODO","Senior Secondary",PUBLIC,"SSS ONLY"
OGUN,"OBAFEMI OWODE",27130163s,"ALAPAKO-ONI COMMUNITY HIGH SCHOOL (COMBINED), ALAPAKO-ONI","Senior Secondary",PUBLIC,"SSS ONLY"
OGUN,"IJEBU NORTH-EAST",27060035S,"ALARO COMMUNITY HIGH SCHOOL,ODOSENLU (COMBINED)","Senior Secondary",PUBLIC,"JSS AND SSS"
"OYO                 ","ORIIRE                        ",1312830009,"ALAROPO NLA COMMUNITY GRAMMAR SCHOOL                                                                ","Senior Secondary",PUBLIC,"SSS ONLY"
OGUN,"YEWA NORTH",27190307,"ALAYE HIGH SCHOOL (SENIOR) AYETORO","Senior Secondary",PUBLIC,"SSS ONLY"
JIGAWA,"BIRNIN KUDU",1804171225,"ALBARKA INTERNATIONAL SCHOOL","Senior Secondary",PRIVATE,PRIVATE
TARABA,JALINGO,34070453,"ALBAYAN ISLAMIC SCHOOL","Senior Secondary",PRIVATE,PRIVATE
JIGAWA,RINGIM,1823086125,"ALBURHAN  ACADEMY","Senior Secondary",PRIVATE,PRIVATE
Delta,UVWIE,10220010s,"ALEGBO SEC SCH, EFFURUN","Senior Secondary",PUBLIC,"JSS AND SSS"
Edo,"Ovia South West",12150178,"Alfalaah model isamic school ","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,BAUCHI,1050240275,"ALFURQAN INTERNATIONAL ACADEMY","Senior Secondary",PRIVATE,PRIVATE
Nasarawa,LAFIA,25080565,"ALFURQAN SCIENCE ACADEMY, LAFIA","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,MISAU,1051440012,"ALHAJI BUKAR MEMORIAL NUSERY AND PRIMARY SCHOOL","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,MISAU,1051440043,"ALHAJI BUKAR MEMORIAL QURANIC  SCHOOL MISAU","Senior Secondary",PRIVATE,PRIVATE
BAYELSA,SOUTHERN-IJAW,6070040,"ALHENPRINDU INTERNATIONAL SCHOOL","Senior Secondary",PRIVATE,PRIVATE
GOMBE,GOMBE,1160640049,"ALHERI MODEL HIGH SCHOOL","Senior Secondary",PRIVATE,PRIVATE
Delta,IKA-SOUTH,10080010S,"ALIDINMA SEC SCH, ALIDINMA","Senior Secondary",PUBLIC,"JSS AND SSS"
OGUN,ADO-ODO/OTA,27032150,"ALIF MODEL COLLEGE ","Senior Secondary",PRIVATE,PRIVATE
Delta,IKA-SOUTH,10080016s,"ALISIMIE SEC SCH, ALISIMIE","Senior Secondary",PUBLIC,"JSS AND SSS"
BAUCHI,ALKALERI,1050140011,"ALKALERI ALHERI NURSERY AND PRIMARY SCHOOL","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,BAUCHI,1050240057,"ALKAUTHAR SCIENCE SCHOOL","Senior Secondary",PRIVATE,PRIVATE
NIGER,"KONTAGORA                               ",2711193271,"ALL HEROES SCIENCES ACADEMY","Senior Secondary",PRIVATE,PRIVATE
OGUN,"OBAFEMI OWODE",27130037A,"ALL MUSLIMS NURSERY AND PRIMARY  ACADEMY","Senior Secondary",PRIVATE,PRIVATE
EKITI,ADO-EKITI,EK13130057,"ALL SOULS' ANG GRAM SCHL ADO","Senior Secondary",PUBLIC,"JSS AND SSS"
OGUN,IPOKIA,27120263,"ALL STARS SECONDARY SCHOOL","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27030869,"ALLAHU-LI COMPREHENSIVE COLLEGE","Senior Secondary",PRIVATE,PRIVATE
TARABA,DONGA,34030461,"ALPHA ACADEMY SECONDARY SCHOOL ","Senior Secondary",PRIVATE,PRIVATE
Delta,UDU,10180007,"ALPHA GROUP OF SCHOOLS","Senior Secondary",PRIVATE,PRIVATE
OGUN,ODOGBOLU,27150274,"ALPHA PLUS NURSERY/PRIMARY SCHOOL","Senior Secondary",PRIVATE,PRIVATE
KOGI,"YAGBA EAST",22200341,"ALU COMMUNITY HIGH SCHOOL ","Senior Secondary",PUBLIC,"SSS ONLY"
GOMBE,GOMBE,1160640222,"ALYUSRAH MODEL ACADEMY GOMBE","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,BAUCHI,1050240222,"AMANA INTERNATIONAL SCHOOL","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27030743,"AMANAT SECONDARY SCHOOL","Senior Secondary",PRIVATE,PRIVATE
EBONYI,ONICHA,11130180,"AMAS  SECONDARY SCHOOL ONICHA","Senior Secondary",PUBLIC,"JSS AND SSS"
EBONYI,AFIKPO-NORTH,11020232,"AMASIRI SECONDARY SCHOOL AMASIRI","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,KOLOKUMA/OPOKUMA,6030126,"AMATUGU COMPREHENSIVE SECONDARY SCHOOL, IGBEDI .)","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,"YAGBA EAST",22200948,"AMAZING GRACE CHRISTIAN ACADEMY, TAKETE ISAO","Senior Secondary",PRIVATE,PRIVATE
OGUN,"OBAFEMI OWODE",27130918,"AMAZING GRACE COLLEGE","Senior Secondary",PRIVATE,PRIVATE
BAYELSA,SOUTHERN-IJAW,6070006,"AMAZING GRACE INTERNATIONALCHRISTIAN SCHOOL","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27030877,"AMAZING GRACE SECONDARY SCHOOL","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27030878,"AMAZING GRACE UNIQUE ACADEMY, IKOGA","Senior Secondary",PRIVATE,PRIVATE
FCT,KWALI,37050329,"AMBASSADOR GLOBAL ACADEMY KWALI","Senior Secondary",PRIVATE,PRIVATE
KOGI,DEKINA,22050983,"AMERICAN EMBASSY NURSERY AND PRIMARY SCHOOL ANYIGBA","Senior Secondary",PRIVATE,PRIVATE
OGUN,ODEDA,27140326,"AMINAT INTERNATIONAL COLLEGE","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,KATAGUM,1051240076,"AMINU SALEH ACADEMY","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,BAUCHI,1050240218,"AMIR AND AMIRAT INTERNATIONAL NURSERY AND PRIMARY SCHOOL","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,BAUCHI,1050240004,"AMMAR BIN YASIR ACADEMY KANDAHAR BAUCHI","Senior Secondary",PRIVATE,PRIVATE
KOGI,OLAMABORO,22180402,"AMMEH COMMERCIAL COLLEGE, ETUTEKPE","Senior Secondary",PUBLIC,"JSS AND SSS"
EBONYI,OHAUKWU,11120464,"AMOFFIA CSS","Senior Secondary",PUBLIC,"JSS AND SSS"
OSUN,BORIPE,29060015S,"AMOTA COMMUNNITY JUNIOR SCHOOL, ORORUWO","Senior Secondary",PUBLIC,"JSS AND SSS"
BAYELSA,YENAGOA,6081692,"AMOYE BRAIN LAND INTERNATIONAL SCHOOL","Senior Secondary",PRIVATE,PRIVATE
EKITI,"IKERE                         ",EK13130170,"AMOYE GRAMMAR SCHOOL, IKERE","Senior Secondary",PUBLIC,"JSS AND SSS"
OSUN,IFE-NORTH,29150010S,"AMUKEGUN COMMUNITY  SCHOOL, IFE","Senior Secondary",PUBLIC,"JSS AND SSS"
EKITI,EKITI-EAST,EK13130077,"AMUNNU COMPREHENSIVE HIGH SCHOOL, OMUO EKITI","Senior Secondary",PUBLIC,"JSS AND SSS"
EKITI,MOBA,EK13130222,"AMURE HIGH SCHOOL, IKUN-EKITI","Senior Secondary",PUBLIC,"JSS AND SSS"
EBONYI,AFIKPO-NORTH,11020263,"AMURO/MGBOM COMMUNITY SECONDARY SCHOOL AFIKPO","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,LOKOJA,22120352,"ANCHOR INTERNATONAL SCHOOL ","Senior Secondary",PRIVATE,PRIVATE
OGUN,"OBAFEMI OWODE",27132541,"ANCIENT OF DAYS MODEL COLLEGE","Senior Secondary",PRIVATE,PRIVATE
OGUN,"OBAFEMI OWODE",27130060A,"ANCIENT OF DAYS NURSERY AND PRIMARY  SCHOOL, ","Senior Secondary",PRIVATE,PRIVATE
EDO,"ETSAKO CENTRAL",12070096,"ANEGBETTE SECONDARY SCHOOL, ANEGBETTE","Senior Secondary",PUBLIC,"JSS AND SSS"
"OYO                 ","IBADAN NORTH                  ",1310630003,"ANG. COMMERCIAL GRAMMAR SCHOOL TOTAL GARDEN                                                         ","Senior Secondary",PUBLIC,"SSS ONLY"
"OYO                 ","ONA-ARA                       ",1312630002,"ANG. GRAM/SCHOOL, OJEBODE                                                                           ","Senior Secondary",PUBLIC,"SSS ONLY"
"OYO                 ","IBADAN SOUTH EAST             ",1310930004,"ANG. GRAMMAR SCHOOL, MOLETE                                                                         ","Senior Secondary",PUBLIC,"SSS ONLY"
OGUN,"IJEBU ODE",27090485,"ANGEL MODEL COLLEGE","Senior Secondary",PRIVATE,PRIVATE
OSUN,IFE-CENTRAL,29110218S,"ANGLICAN CENTRAL GRAMMAR SCHOOL. LLARE LLE LFE.","Senior Secondary",PUBLIC,"JSS AND SSS"
OSUN,IFE-EAST,29130017s,"ANGLICAN COMMERCIAL GRAMMAR SCHOOL, IYEKERE, ILE-IFE","Senior Secondary",PUBLIC,"JSS AND SSS"
OSUN,OLORUNDA,29270207S,"ANGLICAN COMMERCIAL GRAMMAR SCHOOL, OSOGBO","Senior Secondary",PUBLIC,"JSS AND SSS"
FCT,AMAC,37061965,"ANGLICAN GIRL GRAMMAR SCHOOL APO","Senior Secondary",PRIVATE,PRIVATE
OGUN,"IJEBU ODE",27090486,"ANGLICAN GIRLS GRAMMAR SCHOOL PRIVATE","Senior Secondary",PRIVATE,PRIVATE
EDO,AKOKO-EDO,12010180,"ANGLICAN GRAMMAR  SCHOOL (SNR), IGARRA, AKOKO-EDO LGA","Senior Secondary",PUBLIC,"SSS ONLY"
"OYO                 ","AKINYELE                      ",1310230003,"ANGLICAN GRAMMAR SCHL. AGBIRIGIDI                                                                   ","Senior Secondary",PUBLIC,"JSS AND SSS"
OGUN,ADO-ODO/OTA,27030769,"ANGLICAN GRAMMAR SCHOOL (SENIOR), OTA","Senior Secondary",PUBLIC,"SSS ONLY"
OGUN,IFO,27050441,"ANGLICAN GRAMMAR SCHOOL SNR OKENLA","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",OJI-RIVER,14140202,"ANGLICAN GRAMMAR SCHOOL,  ACHI","Senior Secondary",PUBLIC,"JSS AND SSS"
OSUN,BOLUWADURO,29050056s,"ANGLICAN GRAMMAR SCHOOL, OTAN AYEGBAJU","Senior Secondary",PUBLIC,"JSS AND SSS"
EKITI,ADO-EKITI,EK13130049,"ANGLICAN HIGH SCHOOL","Senior Secondary",PUBLIC,"JSS AND SSS"
OGUN,"ABEOKUTA SOUTH",27020589,"ANGLICAN HIGH SCHOOL (PRIVATE)","Senior Secondary",PRIVATE,PRIVATE
OSUN,EJIGBO,29100020s,"ANGLICAN HIGH SCHOOL IFE-ODAN","Senior Secondary",PUBLIC,"JSS AND SSS"
"OYO                 ","OGBOMOSO NORTH                ",1312130012,"ANGLICAN HIGH SCHOOL, SABO                                                                          ","Senior Secondary",PUBLIC,"JSS AND SSS"
OGUN,ADO-ODO/OTA,27030887,"ANGLICAN MISSION GRAMMAR SCHOOL, OTA","Senior Secondary",PRIVATE,PRIVATE
OSUN,IFE-NORTH,29150011S,"ANGLICAN SECONDARY SCHOOL, EDUNABON","Senior Secondary",PUBLIC,"JSS AND SSS"
EKITI,EFON,Ek13130070,"ANGLICAN SECONDARYSCHOOL, EFON ALAAYE","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,ANKPA,22030994,"ANKPA DISTRICT COMMUNITY GRAMMAR SCHOOL, OPULEGA ANKPA","Senior Secondary",PUBLIC,"JSS AND SSS"
BAUCHI,BAUCHI,1050240221,"ANNOOR INTERNATIONAL ISLAMIC ACADEMY","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,BAUCHI,1050240214,"ANNS KINGS AND QUEEN COLLEGE NURSERY AND PRIMARY SCHOOL","Senior Secondary",PRIVATE,PRIVATE
EDO,"ESAN CENTRAL",12030113,"ANNUNCIATION CATHOLIC COLLEGE","Senior Secondary",PUBLIC,"SSS ONLY"
EKITI,"IKERE                         ",EK13130172,"ANNUNCIATION SCHOOL, IKERE EKITI","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",ENUGU-EAST,14030721,"ANNUNCIATION SECONDARY SCHOOL ,NKWO NIKE","Senior Secondary",PUBLIC,"JSS AND SSS"
TARABA,KARIM-LAMIDO,34080300,"ANNUR ACADEMY KARIM ","Senior Secondary",PRIVATE,PRIVATE
KOGI,DEKINA,22051017,"ANNUR MODEL ACADEMY, EGUME","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,ALKALERI,1050140048,"ANNUR SCIENCE ACADEMY, YASHI","Senior Secondary",PRIVATE,PRIVATE
OGUN,ODEDA,27140327,"ANOINTED FORTUNE COLLEGE","Senior Secondary",PRIVATE,PRIVATE
"OYO                 ","SAKI WEST                     ",1313230001,"ANSAR UD DEEN HIGH SCHOOL 2                                                                         ","Senior Secondary",PUBLIC,"SSS ONLY"
"OYO                 ","SAKI WEST                     ",1313230002,"ANSAR UD DEEN SOCIETY HIGH SCHOOL I                                                                 ","Senior Secondary",PUBLIC,"SSS ONLY"
"OYO                 ","IBADAN SOUTH WEST             ",1311030006,"ANSAR-U-DEEN (AUD) HIGH SCHOOL, OKE ADO                                                             ","Senior Secondary",PUBLIC,"JSS AND SSS"
OGUN,ADO-ODO/OTA,27030772,"ANSAR-UD-DEEN COMPREHENSIVE COLLEGE SENIOR OTA","Senior Secondary",PUBLIC,"SSS ONLY"
OGUN,ADO-ODO/OTA,27030123S,"ANSAR-UD-DEEN COMPREHENSIVE COLLEGE, ITELE (COMBINED)","Senior Secondary",PUBLIC,"JSS AND SSS"
EKITI,ADO-EKITI,EK13130052,"ANSAR-UD-DEEN COMPREHENSIVE HIGH SCHOOL","Senior Secondary",PUBLIC,"JSS AND SSS"
"OYO                 ","ISEYIN                        ",1311630002,"ANSAR-UD-DEEN GRAMMAR SCHOOL I, ISEYIN                                                              ","Senior Secondary",PUBLIC,"JSS AND SSS"
"OYO                 ","ISEYIN                        ",1311630003,"ANSAR-UD-DEEN SECONDARY SCHOOL                                                                      ","Senior Secondary",PUBLIC,"SSS ONLY"
OSUN,OROLU,29290013S,"ANSARU- ISLAM JUNIOR SECONDARY SCHOOL 1","Senior Secondary",PUBLIC,"JSS AND SSS"
"OYO                 ","ISEYIN                        ",1311630028,"ANSARUD-DEEN GRAMMAR SCHOOL II                                                                      ","Senior Secondary",PUBLIC,"SSS ONLY"
EKITI,IKOLE,EK13130183,"ANSARUDEEN HIGH SCHOOL IKOLE EKITI","Senior Secondary",PUBLIC,"JSS AND SSS"
OSUN,OROLU,29290015s,"ANSARUDEEN SOCIETY GRAMMAR SCHOOL JUNIOR IFON OSUN","Senior Secondary",PUBLIC,"JSS AND SSS"
OSUN,IREPODUN,29200028s,"ANSARUL DEEN JUNIOR SECONDARY SCHOOL ERIN","Senior Secondary",PUBLIC,"JSS AND SSS"
OGUN,"OBAFEMI OWODE",27132543,"ANTHONY WHITEBRIDGE ACADEMY","Senior Secondary",PRIVATE,PRIVATE
OGUN,"ABEOKUTA SOUTH",27020590,"ANU OLU INTERNATIONAL COLLEGE","Senior Secondary",PRIVATE,PRIVATE
"OYO                 ","ISEYIN                        ",1311630027,"ANWAR-UL ISLAM HIGH SCHOOL I                                                                        ","Senior Secondary",PUBLIC,"SSS ONLY"
"OYO                 ","ISEYIN                        ",1311630004,"ANWAR-UL-ISLAM HIGH SCHOOL II                                                                       ","Senior Secondary",PUBLIC,"JSS AND SSS"
OSUN,IREWOLE,29210013S,"ANWAR-UL-ISLAM JUNIOR [MIDDLE] SCHOOL, IKIRE","Senior Secondary",PUBLIC,"JSS AND SSS"
Nasarawa,KARU,25040045,"ANZAKU FOUNDATION ACADEMY, ANWAN EGGON SAKA","Senior Secondary",PRIVATE,PRIVATE
OSUN,ATAKUMOSA-WEST,29020008S,"APARA HIGH SCHOOL, KAJOLA","Senior Secondary",PUBLIC,"JSS AND SSS"
"OYO                 ","IBADAN SOUTH WEST             ",1311030004,"APATA COMM. GRAMMAR SCHOOL APATA                                                                    ","Senior Secondary",PUBLIC,"SSS ONLY"
"OYO                 ","IBADAN SOUTH WEST             ",1311030005,"APATA GRAMMAR SCHOOL LOGUDU                                                                         ","Senior Secondary",PUBLIC,"JSS AND SSS"
BENUE,USHONGO,7220204,"APER AKU MODEL COLLEGE, LESSEL","Senior Secondary",PRIVATE,PRIVATE
"OYO                 ","IBADAN SOUTH EAST             ",1310930005,"APERIN BOYS HIGH SCHOOL                                                                             ","Senior Secondary",PUBLIC,"SSS ONLY"
"OYO                 ","IBADAN SOUTH EAST             ",1310930006,"APERIN ONIYERE COMMERCIAL  GRAMMAR SCHOOL,                                                          ","Senior Secondary",PUBLIC,"JSS AND SSS"
TARABA,WUKARI,34140618,"APEX ACADEMY NURSERY AND PRIMARY                                                                    ","Senior Secondary",PRIVATE,PRIVATE
"OYO                 ","IBARAPA EAST                  ",1311230002,"APODE HIGH SCHOOL, ERUWA                                                                            ","Senior Secondary",PUBLIC,"JSS AND SSS"
OSUN,ISOKAN,29220030S,"APOMU JUNIOR GRAMMER SCHOOL,  APOMU","Senior Secondary",PUBLIC,"JSS AND SSS"
"OYO                 ","AKINYELE                      ",1310230007,"APONMODE/MONIYA SECONDARY SCHOOL                                                                    ","Senior Secondary",PUBLIC,"SSS ONLY"
EKITI,EFON,EK13130073,"APOSTLE BABALOLA MEM. G/S EFON ","Senior Secondary",PUBLIC,"JSS AND SSS"
OSUN,"ILESHA EAST",29180010S,"APOSTOLIC TEACHERS COLLEGE, ILESA","Senior Secondary",PUBLIC,"JSS AND SSS"
OSUN,ORIADE,29280014S,"APOTI COMMUNITY G/S, APOTI AYETORO","Senior Secondary",PUBLIC,"JSS AND SSS"
GOMBE,AKKO,1160140164,"AQSAT DAY SECONDARY SCHOOL","Senior Secondary",PRIVATE,PRIVATE
OGUN,IFO,27051286,"AR RAHMAN COLLEGE,  OLAMBE ","Senior Secondary",PRIVATE,PRIVATE
OGUN,"YEWA SOUTH",27200379,"AR-RAHMAN COLLEGE, OWODE,YEWA","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27030189,"AR-RAHMAN GUIDANCE COLLEGE","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27030254,"AR-RAHMAN MODEL SCHOOL","Senior Secondary",PRIVATE,PRIVATE
OGUN,ADO-ODO/OTA,27030897,"AR-RAHMON GUIDANCE NURSERY AND PRIMARY SCHOOL, EWUPE","Senior Secondary",PRIVATE,PRIVATE
NIGER,"BOSSO                                   ",2705275232,"AR-RAYYAN ACADEMY,BOSSO ESTATE, MINNA","Senior Secondary",PRIVATE,PRIVATE
EKITI,IKOLE,Ek13130178,"ARA COMMUNITY HIGH SCHOOL, ARA ","Senior Secondary",PUBLIC,"JSS AND SSS"
EKITI,"IJERO ",EK13130156,"ARA COMPREHENSIVE HIGH SCHOOL', ARA- EKITI","Senior Secondary",PUBLIC,"JSS AND SSS"
EKITI,EKITI-WEST,EK13130101,"ARAMOKO DISTRICT COMMERCIAL SECONDARY SCHOOL, ARAMOKO EKITI","Senior Secondary",PUBLIC,"JSS AND SSS"
"OYO                 ","SURULERE                      ",1313330011,"ARANYIN HIGH SCHOOL, IRANYIN                                                                        ","Senior Secondary",PUBLIC,"SSS ONLY"
OGUN,ADO-ODO/OTA,27030127s,"ARAROMI COMMUNITY HIGH SCHOOL, ORITA (COMBINED)","Senior Secondary",PUBLIC,"JSS AND SSS"
EKITI,IREPODUN-IFELODUN,EK13130212,"ARE/AFAO COMP H/S","Senior Secondary",PUBLIC,"JSS AND SSS"
OGUN,"YEWA SOUTH",27200515s,"AREA COMM. HIGH SCHOOL, OLOKUTA. (COMBINED)","Senior Secondary",PUBLIC,"JSS AND SSS"
OGUN,"YEWA NORTH",27190308S,"AREA COMMUNITY HIGH SCHOOL (COMBINED), AYETORO","Senior Secondary",PUBLIC,"JSS AND SSS"
OSUN,ILESHA-WEST,29190012S,"ARIMORO HIGH SCHOOL, ILESA","Senior Secondary",PUBLIC,"JSS AND SSS"
EKITI,ISE-ORUN,EK13130214,"ARINJALE COMPREHENSIVE HIGH SCHOOL, KAJOLA ISE","Senior Secondary",PUBLIC,"JSS AND SSS"
OGUN,ODEDA,27140329,"ARISH NURSERY AND PRIMARY  SCHOOL","Senior Secondary",PRIVATE,PRIVATE
"OYO                 ","IBADAN NORTH EAST             ",1310730003,"ARMY BARRACKS GRAMMAR SCHOOL                                                                        ","Senior Secondary",PUBLIC,"SSS ONLY"
EDO,"ETSAKO WEST",12090205,"ARMY DAY SECONDARY SCHOOL","Senior Secondary",PUBLIC,"JSS AND SSS"
NIGER,"BORGU ",2704004161,"ARMY DAY SECONDARY SCHOOL , WAWA","Senior Secondary",PUBLIC,"JSS AND SSS"
FCT,AMAC,37062115,"ARMY DAY SECONDARY SCHOOL ASOKORO","Senior Secondary",PUBLIC,"JSS AND SSS"
"ENUGU ",ENUGU-SOUTH,14050424,"ARMY DAY SECONDARY SCHOOL AWKUNANAW","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,"LOKOJA ",22121800,"ARMY DAY SECONDARY SCHOOL LOKOJA","Senior Secondary",PUBLIC,"JSS AND SSS"
FCT,AMAC,37062116,"ARMY DAY SECONDARY SCHOOL MAITAMA","Senior Secondary",PUBLIC,"SSS ONLY"
EBONYI,ABAKALIKI,11010354,"ARMY DAY SECONDARY SCHOOL NKWEGU","Senior Secondary",PUBLIC,"SSS ONLY"
"OYO                 ","AKINYELE                      ",1310230011,"ARMY DAY SECONDARY SCHOOL, ODOGBO                                                                   ","Senior Secondary",PUBLIC,"SSS ONLY"
OGUN,"ABEOKUTA NORTH",27010402,"ARMYDAY SECONDARY SCHOOL (SENIOR),ALAMALA BARRACKS ABEOKUTA","Senior Secondary",PUBLIC,"SSS ONLY"
OSUN,ORIADE,29280016S,"ARO-ODO JUNIOR HIGH SCHOOL, IPETU","Senior Secondary",PUBLIC,"JSS AND SSS"
"OYO                 ","SURULERE                      ",1313330010,"AROLU COMMUNITY HIGH SCHOOL                                                                         ","Senior Secondary",PUBLIC,"SSS ONLY"
OSUN,ILESHA-WEST,29190013S,"AROMOLARAN JUNIOR SECONDARY SCHOOL I, ILESA","Senior Secondary",PUBLIC,"JSS AND SSS"
KANO,"KANO MUNICIPAL",20KMCPV018,"AS-SAIF SCHOOL, KANO","Senior Secondary",PRIVATE,PRIVATE
"OYO                 ","SAKI WEST                     ",1313230005,"ASABARI GRAMMAR SCHOOL                                                                              ","Senior Secondary",PUBLIC,"JSS AND SSS"
KOGI,ANKPA,22030969,"ASALAM COLLEGE OF ARABIC AND ISLAMIC STUDIES, UDAMA OKENYI","Senior Secondary",PRIVATE,PRIVATE
BAUCHI,TORO,1051840039,"ASAS NURSERY AND PRIMARY SCH MAGAMA GUMAU","Senior Secondary",PRIVATE,PRIVATE
