State,LGA,"School Code","School Name","Level of Education",Sector,"Level Offered"
LAGOS,ALIMOSHO,24039429,"PERFECT CENTURY","Junior Secondary",PRIVATE,"JSS ONLY"
IMO,AHIAZU,16020091,"PERFECT CHILD ACADEMY SECONDARY SCHOOL, OBOHIA","Junior Secondary",PRIVATE,"JSS AND SSS"
NIGER,CHANCHAGA,26060570,"PERFECT CHILD ROYAL ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
TARABA,BALI,34020320,"PERFECT FHILD ACADEMY  (SECONDARY SCHOOL)","Junior Secondary",PRIVATE,"JSS ONLY"
EKITI,IDO-OSI,13080212,"PERFECT GIFT COLLEGE IDO","Junior Secondary",PRIVATE,"JSS AND SSS"
RIVERS,PORT-HARCOURT,32221339,"PERFECT GLOBAL BRAIN SCHOOL 14/16 HAROLD WILLSON DRIVE","Junior Secondary",PRIVATE,"JSS ONLY"
DELTA,UGHELLI-NORTH,10190307,"PERFECT GRACE ACADEMY SECONDARY SCHOOL, UGH","Junior Secondary",PRIVATE,"JSS ONLY"
ANAMBRA,IDEMILI-NORTH,4100993,"PERFECT IMAGE SCIENCE AND TECHNICAL COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
RIVERS,OBIO-AKPOR,32150368,"PERFECT INTERNATIONAL SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
TARABA,GASHAKA,34040199,"PERFECT JUNIOR ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
DELTA,UVWIE,10220276,"PERFECT KIDDIES SECONDARY SCHOOL, EFFURUN","Junior Secondary",PRIVATE,"JSS ONLY"
EDO,OVIA-NORTH-EAST,12140196,"PERFECT LEGACY ,IGUE-IHEYA","Junior Secondary",PRIVATE,"JSS ONLY"
ONDO,AKURE-SOUTH,28062418,"PERFECT LEGACY MODEL, OKE OBERE IJOKA","Junior Secondary",PRIVATE,"JSS AND SSS"
RIVERS,OYIGBO,32210169,"PERFECT MASTER INTERNATIONAL SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
BAUCHI,BOGORO,5030193,"PERFECT MEMORIAL SECONDARY SCHOOL MWARI","Junior Secondary",PRIVATE,"JSS AND SSS"
ENUGU,OJI-RIVER,14140104,"PERFECT MINDS INNOVATIVE SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
PLATEAU,BASSA,31020335,"PERFECT PRIVATE SCHOOL JEBU BASSA","Junior Secondary",PRIVATE,"JSS ONLY"
KADUNA,ZARIA,18230204,"PERFECT SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
NIGER,KONTAGORA,26110079,"PERFECT SCHOOL KONTAGORA","Junior Secondary",PRIVATE,"JSS ONLY"
BAUCHI,ALKALERI,5010437,"PERFECT SCIENCE TECHNICAL SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
ANAMBRA,IDEMILI-NORTH,4100994,"PERFECT SECONDARY SCHOOL OGIDI","Junior Secondary",PRIVATE,"JSS AND SSS"
DELTA,ANIOCHA-SOUTH,10020200,"PERFECT SPLENDOR SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
ABIA,OHAFIA,1100110,"PERFECT STAR COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
RIVERS,OBIO-AKPOR,32150826,"PERFECT START ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
FCT,MUNICIPAL,37062897,"PERFECT STEPS INTERNATIONAL SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
NASARAWA,KARU,25041897,"PERFECT SUCCESS ACADEMY ","Junior Secondary",PRIVATE,"JSS AND SSS"
NASARAWA,KARU,25042006,"PERFECT UNIQUE GIFT ACADEMY ","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ETI-OSA,24080587,"PERFECT WILL INTERNATIONAL HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
OYO,AFIJIO,30010253,"PERFECT WISDOM COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
KANO,TARAUNI,19380572,"PERFECTA ACADEMY ","Junior Secondary",PRIVATE,"JSS ONLY"
ENUGU,AWGU,14020125,"PERFECTION GRAMMER SCHOOL AWGU","Junior Secondary",PRIVATE,"JSS AND SSS"
KADUNA,CHIKUN,18021086,"PERFORMANCES SECONDARYSCHOOLS KAKAU","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,KOSOFE,24131709,"PERFUGIUM COLLEGE,  3, FEHINTOLA STREET, KETU","Junior Secondary",PRIVATE,"JSS AND SSS"
KADUNA,KADUNA-NORTH,18090604,"PERISCOPE INTERNATIONAL SCHOOL ","Junior Secondary",PRIVATE,"JSS ONLY"
OGUN,OBAFEMI-OWODE,27131768,"PERLE VILLE COLLEGE ","Junior Secondary",PRIVATE,"JSS AND SSS"
RIVERS,IKWERRE,32130525,"PERMABLESS ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
ENUGU,ANINRI,14010201,"PERMANENT INTELLECTUAL SECONDARY SCHOOL,  AMABIRIBA OKPANKU","Junior Secondary",PRIVATE,"JSS ONLY"
DELTA,UKWUANI,10210094,"PERPETUAL ACADEMY SECONDARY SCHOOL, OBIARUKU","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,OJO,24172260,"PESOL JSS","Junior Secondary",PRIVATE,"JSS ONLY"
ENUGU,NSUKKA,14130521,"PESTALOZZI VOCATIONAL &amp; TECHNICAL ACADEMY  EHA-ALUMONA ","Junior Secondary",PRIVATE,"JSS ONLY"
KADUNA,CHIKUN,18020258,"PET INTERNATIONAL SCHOOLS","Junior Secondary",PRIVATE,"JSS ONLY"
TARABA,JALINGO,34070457,"PETELLA INTERNATIONAL HIGH SCHOOL, JALINGO TARABA STATE","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,SURULERE,24200998,"PETER BAY SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
EKITI,EKITI-EAST,13030192,"PETER CAROLINE ACADEMY SECONDARY SCHOOL, ISINBODE","Junior Secondary",PRIVATE,"JSS AND SSS"
ABIA,ABA-SOUTH,1020775,"PETER FRANC FOUNDATION ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
FCT,BWARI,37020603,"PETER HARVARD INTERNATIONAL SCHOOL ","Junior Secondary",PRIVATE,"JSS ONLY"
ANAMBRA,DUNUKOFIA,4080054,"PETER MARIST COLLEGE IFITEDUNU.","Junior Secondary",PRIVATE,"JSS AND SSS"
KOGI,DEKINA,22050434,"PETER TOKULA MEMORIAL HIGH SCHOOL, ODU-OFOMU","Junior Secondary",PUBLIC,"JSS AND SSS"
NASARAWA,DOMA,25030204,"PETERS QUALITY FOUNDATION ACADEMY, RUKUBI","Junior Secondary",PRIVATE,"JSS AND SSS"
NIGER,TAFA,26240171,"PETESTONE INTERNATIONAL ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,IFO,27051251,"PETIT GEM PRIVATE SECONDARY SCHOOL ","Junior Secondary",PRIVATE,"JSS ONLY"
ONDO,AKURE-SOUTH,28062359,"PETIT MADE BILINGUAL SCHOOL ","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,OJO,24172977,"PETMAX SCHOOLS (JSS)","Junior Secondary",PRIVATE,"JSS ONLY"
EKITI,ADO-EKITI,13011253,"PETOA CITY ACADEMIC, OLORUNSOGO STREET","Junior Secondary",PRIVATE,"JSS ONLY"
EKITI,ADO-EKITI,13010410,"PETOA CITY COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
RIVERS,OYIGBO,32210171,"PETRA MODEL SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
DELTA,UGHELLI-NORTH,10190309,"PETRA SECONDARY SCHOOL, UGHELLI","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,IFO,27051664,"PETRAC MODEL COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
NASARAWA,AKWANGA,25010191,"PETROS INTERNATIONAL COLLEGE, AKWANGA","Junior Secondary",PRIVATE,"JSS ONLY"
ENUGU,UDI,14160191,"PETTALLA SECONDARY SCHOOL, NGWO","Junior Secondary",PRIVATE,"JSS ONLY"
KADUNA,CHIKUN,18020933,"PHAEEZAH MEMORIAL SCHOOLS ","Junior Secondary",PRIVATE,"JSS ONLY"
DELTA,UGHELLI-NORTH,10190310,"PHARBETH SCHOOL AGBARHO","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ALIMOSHO,24031582,"PHENOMVILE  COLLEGE, EGAN","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,IBEJU-LEKKI,24090713,"PHETOP MODEL HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,OJO,24170925,"PHILADEPHIA SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
BAYELSA,YENEGOA,6081746,"PHILEBI ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
ONDO,AKOKO-SOUTH-WEST,28040321,"PHILIP DIAMOND JUNIOR SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
IMO,ABOH-MBAISE,16010098,"PHILIP JUSTIN MODEL COLLEGE OLAKWO ENYIOGUGU","Junior Secondary",PRIVATE,"JSS ONLY"
RIVERS,PORT-HARCOURT,32220336,"PHILIPS ACADEMY, 66 NANKA STREET, MILE 1 DIOBU, PORT HARCOURT","Junior Secondary",PRIVATE,"JSS AND SSS"
OSUN,ORIADE,29280130,"PHILIPS COMPREHENSIVE COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
RIVERS,ETCHE,32110456,"PHILIPS HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
CROSS-RIVER,IKOM,9110174,"PHILIPSON COMPREHENSIVE COLLEGE OF ARTS, SCIENCE &amp; TECHNOLOGY","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,APAPA,24050453,"PHILO UKACHUKWU MODEL COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,AJEROMI-IFELODUN,24021261,"PHILO UKACHUKWU MODEL SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
BENUE,VANDEIKYA,7230185,"PHILOBED LIGHT  ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
CROSS-RIVER,AKAMKPA,9020552,"PHILOMATH HIGH SCHOOL, AKAMKPA","Junior Secondary",PRIVATE,"JSS AND SSS"
BENUE,KWANDE,7110194,"PHILOMHANS COMMUNITY DEVELOPMENT MODEL COLLEGE MBANGOUGH  SHANGEV-YA","Junior Secondary",PRIVATE,"JSS AND SSS"
RIVERS,ETCHE,32110384,"PHILVICK MODEL SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24031586,"PHILWELL FAVOUR HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
DELTA,OSHIMILI-NORTH,10140299,"PHINA GREEN SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
OSUN,EGBEDORE,29090120,"PHOEBESTAR ROYALTY COLLEGE,","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,MAINLAND,24150253,"PHOLEX COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
ANAMBRA,AWKA-SOUTH,4060215,"PHRANKSTARS CLASSIC SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,IFO,27050837,"PHRONESIS SCHOOLS","Junior Secondary",PRIVATE,"JSS ONLY"
CROSS-RIVER,YALA,9180344,"PIAGETS FOUNDATION SECONDARY SCHOOL ","Junior Secondary",PRIVATE,"JSS ONLY"
FCT,GWAGWALADA,37030934,"PIBEF GLOBAL ACADEMY JUNIOR SECONDARY SCHOOL ","Junior Secondary",PRIVATE,"JSS ONLY"
DELTA,UVWIE,10220279,"PICFLEUR MONTESSORI SCHS EFFURN","Junior Secondary",PRIVATE,"JSS AND SSS"
RIVERS,OBIO-AKPOR,32151464,"PICTON HEIGHT INTL SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
KADUNA,KADUNA-SOUTH,18100531,"PIETY SCHOOLS","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,AMUWO-ODOFIN,24040678,"PIFEN TREASURE SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
PLATEAU,LANGTANG-NORTH,31090159,"Piga Community Model College","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,IFAKO-IJAIYE,24101362,"PIKEL COLLEGE ","Junior Secondary",PRIVATE,"JSS ONLY"
EKITI,IJERO,13090117,"PILAR AND GATE OF SUCCESS GROUP OF SCHOOL, IJERO","Junior Secondary",PRIVATE,"JSS AND SSS"
DELTA,ANIOCHA-NORTH,10010084,"PILGRIM  BAPTIST GRAMMER SCHOOL","Junior Secondary",PUBLIC,"JSS ONLY"
IMO,OWERRI-NORTH,16260199,"PILGRIMS INTERNATIONAL SECONDARY SCHOOL UMUIMEKA ORJI","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ALIMOSHO,24039459,"PILGRIMS SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
EDO,ETSAKO-WEST,12090255,"PILLAR OF DESTINY","Junior Secondary",PRIVATE,"JSS ONLY"
KADUNA,JABA,18060146,"PILLAR OF HOPE TRUST ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
ANAMBRA,IDEMILI-NORTH,4100412,"PILLAR OF SUCCESS INTERNATIONAL SCHOO;L","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ALIMOSHO,24037386,"PILLARS COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,SHOMOLU,24190107,"PILLARS INTL SECONDARY SCHOOL `","Junior Secondary",PRIVATE,"JSS ONLY"
AKWA-IBOM,ORUK-ANAM,3260182,"PILLARS OF LIGHT ACADEMY","Junior Secondary",PRIVATE,"JSS ONLY"
NASARAWA,KARU,25042195,"PILLARS OFTHE NATION SCHOOLS NEW NYANYA ","Junior Secondary",PRIVATE,"JSS AND SSS"
ANAMBRA,AGUATA,4010279,"PILLARS TECHNICAL COLLEGE AKPO","Junior Secondary",PRIVATE,"JSS AND SSS"
TARABA,DONGA,34030335,"PILOT ACADEMY SECONDARY SCHOOL,  GAYAMA","Junior Secondary",PRIVATE,"JSS AND SSS"
KATSINA,DANJA,20080133,"PILOT GD JSS BUZATE","Junior Secondary",PUBLIC,"JSS ONLY"
KATSINA,DANJA,20080134,"PILOT GD JSS TSANGAMAWA","Junior Secondary",PUBLIC,"JSS ONLY"
NIGER,TAFA,26240269,"PILOT INTERNATIONAL ACADEMY ","Junior Secondary",PRIVATE,"JSS ONLY"
KATSINA,KUSADA,20230051,"PILOT JSS JERI","Junior Secondary",PUBLIC,"JSS ONLY"
KATSINA,KUSADA,20230048,"PILOT JSS KAFARDA","Junior Secondary",PUBLIC,"JSS ONLY"
KATSINA,KUSADA,20230053,"PILOT JSS SALEMAWA/KAGADAMA","Junior Secondary",PUBLIC,"JSS ONLY"
KATSINA,MUSAWA,20290113,"PILOT JUN SEC SCHOOLGALADIMA","Junior Secondary",PUBLIC,"JSS ONLY"
KATSINA,MUSAWA,20290114,"PILOT JUN SEC SCHOOLGARU","Junior Secondary",PUBLIC,"JSS ONLY"
KATSINA,MATAZU,20280081,"PILOT JUN SEC SCHOOLKARADUWA","Junior Secondary",PUBLIC,"JSS ONLY"
KATSINA,MATAZU,20280082,"PILOT JUN SEC SCHOOLRINJIN IDI","Junior Secondary",PUBLIC,"JSS ONLY"
KATSINA,JIBIA,20160164,"PILOT JUNIOR SECONDARY SCHOOL KADOBE","Junior Secondary",PUBLIC,"JSS ONLY"
KATSINA,FUNTUA,20140235,"PILOT JUNIOR SECONDARY SCHOOL UNG INJI","Junior Secondary",PUBLIC,"JSS ONLY"
KATSINA,KURFI,20220093,"PILOT JUNIOR SECONDRY SCHOOL","Junior Secondary",PUBLIC,"JSS ONLY"
KATSINA,KURFI,20220094,"PILOT JUNIOR SECONDRY SCHOOL","Junior Secondary",PUBLIC,"JSS ONLY"
NASARAWA,KARU,25040901,"PILOT SCIENCE COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
DELTA,UDU,10180291,"PINE CREST SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
ENUGU,ENUGU-NORTH,14040280,"PINE CREST SECONDARY SCHOOL INDEPENDANCE LAYOUT","Junior Secondary",PRIVATE,"JSS ONLY"
OYO,SURULERE,30330197,"PINE VALLEY HIGH SCHOOL                                                                             ","Junior Secondary",PRIVATE,"JSS AND SSS"
FCT,BWARI,37020599,"PINKY AND THE BRAINS SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
NASARAWA,KARU,25041599,"PINLESS SECONDARY SCHOOL ","Junior Secondary",PRIVATE,"JSS AND SSS"
CROSS-RIVER,CALABAR-SOUTH,9090142,"PINN-MARGARET SECONDARY COMMERCIAL SCHOOL, ATAKPA STR.","Junior Secondary",PUBLIC,"JSS AND SSS"
OSUN,OSOGBO,29301335,"PINNACLE  MODEL SCHOOL ","Junior Secondary",PRIVATE,"JSS AND SSS"
OSUN,ILESHA-WEST,29190126,"PINNACLE CHILDREN SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
AKWA-IBOM,IKOT-EKPENE,3140100,"PINNACLE COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,KOSOFE,24131901,"PINNACLE COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
AKWA-IBOM,NSIT-IBOM,3200074,"PINNACLE HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
ENUGU,ENUGU-EAST,14030544,"Pinnacle Model School","Junior Secondary",PRIVATE,"JSS AND SSS"
OGUN,YEWA-SOUTH,27200403,"PINNACLE OF SUCCESS COLLEGE ","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,AGEGE,24011165,"PINNACLE SCHOOLS","Junior Secondary",PRIVATE,"JSS AND SSS"
CROSS-RIVER,OBUBRA,9130110,"PINNACLE SECONDARY COMMERCIAL SCHOOL OGOROKPON","Junior Secondary",PRIVATE,"JSS AND SSS"
ABIA,OBIOMA-NGWA,1090556,"PINNACLE SECONDARY SCHOOL ","Junior Secondary",PRIVATE,"JSS AND SSS"
KATSINA,KATSINA,20210229,"PINNACLE STANDARD INTERNATIONAL PRIMARY SCHOOL, KATSINA","Junior Secondary",PRIVATE,"JSS AND SSS"
ABIA,OBIOMA-NGWA,1090184,"PINNACLE TECHNICA COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
DELTA,UVWIE,10220281,"PINNACLES INTERNATIONAL SCHOOL,","Junior Secondary",PRIVATE,"JSS AND SSS"
EDO,ETSAKO-CENTRAL,12070073,"PIONEER COMPREHENSIVE HIGH SCH","Junior Secondary",PRIVATE,"JSS AND SSS"
EDO,IKPOBA-OKHA,12110359,"PIONEER EDUCATION CENTRE ","Junior Secondary",PRIVATE,"JSS ONLY"
EDO,IKPOBA-OKHA,12110375,"PIONEER EDUCATION CENTRE","Junior Secondary",PRIVATE,"JSS AND SSS"
EDO,IKPOBA-OKHA,12110364,"PIONEER EDUCATION CENTRE I","Junior Secondary",PRIVATE,"JSS AND SSS"
BAUCHI,BAUCHI,5020809,"PIONEER FOUDATION INTTERNATIONAL ACADEMY ","Junior Secondary",PRIVATE,"JSS AND SSS"
NIGER,TAFA,26240174,"PIONEER INTERNATIONAL SCHOOL HAYIN","Junior Secondary",PRIVATE,"JSS ONLY"
ANAMBRA,ANAOCHA,4040130,"PIONEER PRECIOUS &amp; PECULIAR INTERNATIONAL SECONDARY SCHOOL,  AGULU ","Junior Secondary",PRIVATE,"JSS ONLY"
ANAMBRA,AGUATA,4010255,"PIONEER SECONDARY SCHOOL","Junior Secondary",PUBLIC,"JSS AND SSS"
EDO,OREDO,12120230,"PIONEER SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
CROSS-RIVER,OBANLIKU,9120129,"PIONEER SECONDARY SCHOOL BALEGETE","Junior Secondary",PRIVATE,"JSS AND SSS"
KWARA,"ILORIN WEST",23080433,"PIONEERS, CORNERSTONE COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
OYO,LAGELU,30200416,"Pious And Righteous Scholars Juniors Academy","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,ALIMOSHO,24039467,"PIPPY INTERNATIONAL JUNIOR HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,ALIMOSHO,24039918,"PIROMA HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
RIVERS,ETCHE,32110448,"PISGAH MONTESSORI INT. SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
PLATEAU,LANGTANG-NORTH,31090162,"PISHE COMMUNITY SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
ABIA,OBIOMA-NGWA,1090342,"PITMANS MODEL SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
OSUN,ISOKAN,29220181,"PITY CARE SCHOOLS","Junior Secondary",PRIVATE,"JSS ONLY"
ABIA,UMUAHIA-SOUTH,1160122,"PIUS COMPREHENSIVE SECONDARY","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,OJO,24170926,"PIVIC COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
ABIA,UGWUNAGBO,1120104,"PIVOT SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
EKITI,EKITI-WEST,13050080,"PLAIN TRUTH COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
PLATEAU,JOS-NORTH,31050720,"PLAN AID ACADEMY AND EDUCATIONAL RESOURCES, JOS","Junior Secondary",PRIVATE,"JSS AND SSS"
YOBE,DAMATURU,35030129,"PLAN AID KID LTD","Junior Secondary",PRIVATE,"JSS ONLY"
OGUN,IJEBU-EAST,27070147,"PLANTATION HIGH SCHOOL AREA J4, IJEBU EAST","Junior Secondary",PUBLIC,"JSS AND SSS"
OSUN,OLORUNDA,29270153,"PLANTS AND PILLARS FOUNDATION SCHOOL ADEBINPE LAND AGO-WANDE","Junior Secondary",PRIVATE,"JSS AND SSS"
PLATEAU,JOS-SOUTH,31060332,"Plapoly Academy","Junior Secondary",PRIVATE,"JSS ONLY"
PLATEAU,JOS-NORTH,31050367,"Plateau Comp. Secondary Academy","Junior Secondary",PRIVATE,"JSS AND SSS"
PLATEAU,BASSA,31020253,"PLATEAU SCHOOL, FOR THE DEAF BASSABASSA","Junior Secondary",PUBLIC,"JSS AND SSS"
EBONYI,OHAUKWU,11120250,"PLATO GOV. VOCATIONAL UMUEBE IZHIA","Junior Secondary",PUBLIC,"JSS AND SSS"
ABIA,ABA-SOUTH,1020790,"PLATO INTERNATIONAL SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
ADAMAWA,YOLA-NORTH,2200262,"PLAY AND LEARN EXCEED ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
KWARA,IFELODUN,23050283,"PLAYFAIR MEMORIAL COLLEGE ORO-AGO","Junior Secondary",PUBLIC,"JSS AND SSS"
OGUN,SAGAMU,27180404,"PLAYMATE PRE-UNIVERSITY HIGH SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
DELTA,OKPE,10130148,"PLAYPEN SCHOOL&#39;S","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,IBEJU-LEKKI,24090824,"PLEASANT HEIGHTS COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
TARABA,WUKARI,34140376,"PLEASANT SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,IFAKO-IJAIYE,24100528,"PLEDGE PRIVATE SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
LAGOS,IFAKO-IJAIYE,24101467,"PLEDGED PRIVATE COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
ABIA,OSISIOMA,1110829,"PLEDY ACADEMY","Junior Secondary",PRIVATE,"JSS AND SSS"
KWARA,MORO,23120251,"PLOT JUNIOR SECONDARY SCHOOL, BODE-SAADU","Junior Secondary",PUBLIC,"JSS ONLY"
FCT,MUNICIPAL,37062685,"PLOW CHARIS IINT","Junior Secondary",PRIVATE,"JSS AND SSS"
NIGER,CHANCHAGA,26060154,"PLUS INTERNATIONAL SCHOOL,","Junior Secondary",PRIVATE,"JSS AND SSS"
LAGOS,EPE,24070215,"POBUNA JSS","Junior Secondary",PUBLIC,"JSS ONLY"
LAGOS,IKORODU,24123593,"POGARB INTERNATIONAL SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
ADAMAWA,YOLA-SOUTH,2210304,"POLI INTERNATIONAL ACADAMY JSS YOLA","Junior Secondary",PRIVATE,"JSS ONLY"
FCT,MUNICIPAL,37061488,"POLICE BASIC SECONDARY SCHOOL ABUJA","Junior Secondary",PUBLIC,"JSS ONLY"
KATSINA,DAURA,20100126,"POLICE BASIC SECONDARY SCHOOL.DAURA","Junior Secondary",PUBLIC,"JSS ONLY"
KATSINA,MANI,20260074,"POLICE BOYS SECONDARY SCHOOL MANI","Junior Secondary",PUBLIC,"JSS AND SSS"
KANO,SHANONO,19350092,"POLICE GIRLS SECONDARY SHOOL,SHANONO","Junior Secondary",PUBLIC,"JSS AND SSS"
ZAMFARA,GUSAU,36070369,"Police Seconadary School Gusau","Junior Secondary",PRIVATE,"JSS AND SSS"
IMO,NWANGELE,16150035,"POLICE SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
NIGER,CHANCHAGA,26060156,"POLICE SECONDARY SCHOOL MINNA","Junior Secondary",PUBLIC,"JSS AND SSS"
CROSS-RIVER,AKPABUYO,9030080,"POLICE SECONDARY SCHOOL, AKPABUYO","Junior Secondary",PUBLIC,"JSS AND SSS"
AKWA-IBOM,ESSIEN-UDIM,3050086,"POLICE SECONDARY SCHOOL, UKANA","Junior Secondary",PRIVATE,"JSS AND SSS"
ABIA,UMUAHIA-NORTH,1150380,"POLISH AND SHINE ACADEMY SEC. SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
EKITI,ADO-EKITI,13010414,"POLISHED PILLARS INTERNATIONAL COLLEGE","Junior Secondary",PRIVATE,"JSS ONLY"
OGUN,YEWA-SOUTH,27200175,"POLY INTERNATIONAL COLLEGE. THE FED POLYTECHNIC ILARO","Junior Secondary",PRIVATE,"JSS AND SSS"
NASARAWA,NASARAWA,25090113,"POLY STAFF NURSERY/PRIMARY SCHOOL, NASARAWA","Junior Secondary",PRIVATE,"JSS AND SSS"
KEBBI,BIRNIN-KEBBI,21060397,"POLYTECHNIC STAFF ACADEMY  B/KEBBI","Junior Secondary",PRIVATE,"JSS AND SSS"
OYO,IBADAN-NORTH,30060089,"POLYTECHNIC STAFF SCHOOL III, IJOKODO","Junior Secondary",PUBLIC,"JSS ONLY"
BORNO,KONDUGA,8160068,"POMPOMMARI JUNIOR SECONDARY SCHOOL ","Junior Secondary",PUBLIC,"JSS ONLY"
NIGER,TAFA,26240177,"POOR HANDMAID OF JESUS CHRIST SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS ONLY"
OSUN,IFE-SOUTH,29160244,"POOR HANDSMAID OF JESUS CHRIST SECONDARY SCHOOL ","Junior Secondary",PRIVATE,"JSS ONLY"
RIVERS,KHANA,32140154,"POPE JOHN PAUL II COLLEGE","Junior Secondary",PRIVATE,"JSS AND SSS"
IMO,EZINIHITTE,16040089,"POPE JOHN PAUL II MODEL SECONDARY SCHOOL","Junior Secondary",PRIVATE,"JSS AND SSS"
